//
// IDLE
//
	// Minigun
	xanim,pb_minigun_runjump_takeoff
	xanim,pb_minigun_standjump_takeoff
	// Error checking for crouch
	xanim,pb_chicken_dance_crouch

//
// LAND - LDS: Need runjump_lands for Hold Items and Dual Wield, need all lands for RPG
//
	// Pistol
	xanim,pb_standjump_land_pistol
	xanim,pb_runjump_land_pistol
	// RPG
	xanim,pb_rpg_standjump_land
	xanim,pb_rpg_runjump_land
	// Grenade
	xanim,pb_grenade_standjump_land
	xanim,pb_grenade_runjump_land
	// Rifle
	xanim,pb_standjump_land
	xanim,pb_runjump_land
	// Hold Items
	xanim,pb_standjump_land_satchel
	// Dual Wield
	xanim,pb_dw_standjump_land
	// Minigun
	xanim,pb_minigun_runjump_land
	xanim,pb_minigun_standjump_land

//
// SHELLSHOCK - LDS: RPGs need custom prone shellshocks
//
	// Rifle
	xanim,pb_stand_shellshock
	xanim,pb_crouch_shellshock
	xanim,pb_rifle_prone_shellshock
	// Hold Items
	xanim,pb_stand_shellshock_hold
	xanim,pb_crouch_shellshock_hold
	xanim,pb_hold_prone_shellshock
	// Dual Wield
	xanim,pb_dw_prone_shellshock
	xanim,pb_dw_stand_shellshock
	xanim,pb_dw_crouch_shellshock

//
// DEATH
//
	// Explosive
	xanim,pb_death_flyback
	xanim,pb_death_flatonback
	xanim,pb_death_forwardtoface
	xanim,pb_death_jackiespin_inplace
	xanim,pb_death_legsout_left
	xanim,pb_death_legsout_right
	// ExplosiveHeavy
	xanim,pb_death_flyback_far
	xanim,pb_death_armslegsforward
	xanim,pb_death_armslegsforward_b
	xanim,pb_death_upontoback
	xanim,pb_death_faceplant
	xanim,pb_death_jackiespin_vertical
	xanim,pb_death_jackiespin_left
	xanim,pb_death_jackiespin_right
	// Martyrdom
	xanim,pb_stand_martyrdom_death
	xanim,pb_crouch_martyrdom_death
	xanim,pb_prone_martyrdom_death
	// Last Stand
	xanim,pb_laststand_death
	// Idlecr
	xanim,pb_crouch_death_falltohands
	xanim,pb_crouch_death_fetal
	xanim,pb_crouch_death_flip
	xanim,pb_crouch_death_clutchchest
	xanim,pb_crouch_death_headshot_front
	// Runbk
	xanim,pb_death_run_back
	// Run, Runcr when strafing
	xanim,pb_death_run_right
	xanim,pb_death_run_left
	// Runcr
	xanim,pb_crouchrun_death_crumple
	xanim,pb_crouchrun_death_drop
	// Run
	xanim,pb_death_run_stumble
	xanim,pb_death_run_onfront
	xanim,pb_death_run_forward_crumple
	// Default
	xanim,pb_stand_death_headchest_topple
	xanim,pb_stand_death_frontspin
	xanim,pb_stand_death_nervedeath
	xanim,pb_stand_death_neckdeath
	xanim,pb_stand_death_neckdeath_thrash
	xanim,pb_stand_death_head_collapse
	xanim,pb_stand_death_lowerback
	xanim,pb_stand_death_legs
	// Prone, dtp_move
	xanim,pb_prone_death_quickdeath

//
// DTP_LAND
//
	xanim,pb_dive_prone_land
	xanim,pb_pistol_dive_prone_land
	xanim,pb_hold_dive_prone_land
	xanim,pb_dw_dive_prone_land
	xanim,pb_rpg_dive_prone_land

//
// LASTSTAND_SUICIDE
//
	xanim,pb_laststand_suicide
	xanim,pb_laststand_suicide_death
	
//
// FLARED - LDS: We need Grenade anims. RPG needs custom prone animations
//
	// Dual Wield
	xanim,pb_dw_stand_flare_loop
	xanim,pb_dw_crouch_flare_loop
	xanim,pb_dw_prone_flare_loop
	// Hold Items
	xanim,pb_hold_stand_flare_loop
	xanim,pb_hold_crouch_flare_loop
	xanim,pb_hold_prone_flare_loop
	// Rifle
	xanim,pb_rifle_stand_flare_loop
	xanim,pb_rifle_crouch_flare_loop
	xanim,pb_rifle_prone_flare_loop

//
// PRIME_GRENADE
//
	xanim,pt_grenade_prone_prime
	xanim,pt_grenade_crouch_prime
	xanim,pt_grenade_stand_prime

//
// SCRIPTEVENT
//
	xanim,pb_breach_shoulder
	xanim,pb_breach_slide
	xanim,pb_breach_lift

//
// MG42 ANIMS
//
	xanim,pb_standmg42gunner_aim_45right_15up
	xanim,pb_standmg42gunner_aim_30right_15up
	xanim,pb_standmg42gunner_aim_15right_15up
	xanim,pb_standmg42gunner_aim_forward_15up
	xanim,pb_standmg42gunner_aim_15left_15up
	xanim,pb_standmg42gunner_aim_30left_15up
	xanim,pb_standmg42gunner_aim_45left_15up
	xanim,pb_standmg42gunner_aim_45right_level
	xanim,pb_standmg42gunner_aim_30right_level
	xanim,pb_standmg42gunner_aim_15right_level
	xanim,pb_standmg42gunner_aim_forward_level
	xanim,pb_standmg42gunner_aim_15left_level
	xanim,pb_standmg42gunner_aim_30left_level
	xanim,pb_standmg42gunner_aim_45left_level
	xanim,pb_standmg42gunner_aim_45right_15down
	xanim,pb_standmg42gunner_aim_30right_15down
	xanim,pb_standmg42gunner_aim_15right_15down
	xanim,pb_standmg42gunner_aim_forward_15down
	xanim,pb_standmg42gunner_aim_15left_15down
	xanim,pb_standmg42gunner_aim_30left_15down
	xanim,pb_standmg42gunner_aim_45left_15down
	xanim,pb_standmg42gunner_fire_45right_15up
	xanim,pb_standmg42gunner_fire_30right_15up
	xanim,pb_standmg42gunner_fire_15right_15up
	xanim,pb_standmg42gunner_fire_forward_15up
	xanim,pb_standmg42gunner_fire_15left_15up
	xanim,pb_standmg42gunner_fire_30left_15up
	xanim,pb_standmg42gunner_fire_45left_15up
	xanim,pb_standmg42gunner_fire_45right_level
	xanim,pb_standmg42gunner_fire_30right_level
	xanim,pb_standmg42gunner_fire_15right_level
	xanim,pb_standmg42gunner_fire_forward_level
	xanim,pb_standmg42gunner_fire_15left_level
	xanim,pb_standmg42gunner_fire_30left_level
	xanim,pb_standmg42gunner_fire_45left_level
	xanim,pb_standmg42gunner_fire_45right_15down
	xanim,pb_standmg42gunner_fire_30right_15down
	xanim,pb_standmg42gunner_fire_15right_15down
	xanim,pb_standmg42gunner_fire_forward_15down
	xanim,pb_standmg42gunner_fire_15left_15down
	xanim,pb_standmg42gunner_fire_30left_15down
	xanim,pb_standmg42gunner_fire_45left_15down
	xanim,pb_pronemg42gunner_aim_40right_15up
	xanim,pb_pronemg42gunner_aim_20right_15up
	xanim,pb_pronemg42gunner_aim_forward_15up
	xanim,pb_pronemg42gunner_aim_20left_15up
	xanim,pb_pronemg42gunner_aim_40left_15up
	xanim,pb_pronemg42gunner_aim_40right_level
	xanim,pb_pronemg42gunner_aim_20right_level
	xanim,pb_pronemg42gunner_aim_forward_level
	xanim,pb_pronemg42gunner_aim_20left_level
	xanim,pb_pronemg42gunner_aim_40left_level
	xanim,pb_pronemg42gunner_aim_40right_15down
	xanim,pb_pronemg42gunner_aim_20right_15down
	xanim,pb_pronemg42gunner_aim_forward_15down
	xanim,pb_pronemg42gunner_aim_20left_15down
	xanim,pb_pronemg42gunner_aim_40left_15down
	xanim,pb_pronemg42gunner_fire_40right_15up
	xanim,pb_pronemg42gunner_fire_20right_15up
	xanim,pb_pronemg42gunner_fire_forward_15up
	xanim,pb_pronemg42gunner_fire_20left_15up
	xanim,pb_pronemg42gunner_fire_40left_15up
	xanim,pb_pronemg42gunner_fire_40right_level
	xanim,pb_pronemg42gunner_fire_20right_level
	xanim,pb_pronemg42gunner_fire_forward_level
	xanim,pb_pronemg42gunner_fire_20left_level
	xanim,pb_pronemg42gunner_fire_40left_level
	xanim,pb_pronemg42gunner_fire_40right_15down
	xanim,pb_pronemg42gunner_fire_20right_15down
	xanim,pb_pronemg42gunner_fire_forward_15down
	xanim,pb_pronemg42gunner_fire_20left_15down
	xanim,pb_pronemg42gunner_fire_40left_15down
//
// SAW ANIMATIONS
//
	xanim,pb_saw_gunner_aim_down_left45
	xanim,pb_saw_gunner_aim_down_left30
	xanim,pb_saw_gunner_aim_down_left15
	xanim,pb_saw_gunner_aim_down_center
	xanim,pb_saw_gunner_aim_down_right15
	xanim,pb_saw_gunner_aim_down_right30
	xanim,pb_saw_gunner_aim_down_right45
	xanim,pb_saw_gunner_aim_level_left45
	xanim,pb_saw_gunner_aim_level_left30
	xanim,pb_saw_gunner_aim_level_left15
	xanim,pb_saw_gunner_aim_level_center
	xanim,pb_saw_gunner_aim_level_right15
	xanim,pb_saw_gunner_aim_level_right30
	xanim,pb_saw_gunner_aim_level_right45
	xanim,pb_saw_gunner_aim_up_left45
	xanim,pb_saw_gunner_aim_up_left30
	xanim,pb_saw_gunner_aim_up_left15
	xanim,pb_saw_gunner_aim_up_center
	xanim,pb_saw_gunner_aim_up_right15
	xanim,pb_saw_gunner_aim_up_right30
	xanim,pb_saw_gunner_aim_up_right45

	xanim,pb_saw_gunner_prone_aim_down_center
	xanim,pb_saw_gunner_prone_aim_down_right20
	xanim,pb_saw_gunner_prone_aim_down_right40
	xanim,pb_saw_gunner_prone_aim_down_left20
	xanim,pb_saw_gunner_prone_aim_down_left40
	xanim,pb_saw_gunner_prone_aim_up_center
	xanim,pb_saw_gunner_prone_aim_up_right20
	xanim,pb_saw_gunner_prone_aim_up_right40
	xanim,pb_saw_gunner_prone_aim_up_left20
	xanim,pb_saw_gunner_prone_aim_up_left40
	xanim,pb_saw_gunner_prone_aim_level_center
	xanim,pb_saw_gunner_prone_aim_level_right20
	xanim,pb_saw_gunner_prone_aim_level_right40
	xanim,pb_saw_gunner_prone_aim_level_left20
	xanim,pb_saw_gunner_prone_aim_level_left40

	xanim,pb_saw_gunner_lowwall_aim_down_left45
	xanim,pb_saw_gunner_lowwall_aim_down_left30
	xanim,pb_saw_gunner_lowwall_aim_down_left15
	xanim,pb_saw_gunner_lowwall_aim_down_center
	xanim,pb_saw_gunner_lowwall_aim_down_right15
	xanim,pb_saw_gunner_lowwall_aim_down_right30
	xanim,pb_saw_gunner_lowwall_aim_down_right45
	xanim,pb_saw_gunner_lowwall_aim_level_left45
	xanim,pb_saw_gunner_lowwall_aim_level_left30
	xanim,pb_saw_gunner_lowwall_aim_level_left15
	xanim,pb_saw_gunner_lowwall_aim_level_center
	xanim,pb_saw_gunner_lowwall_aim_level_right15
	xanim,pb_saw_gunner_lowwall_aim_level_right30
	xanim,pb_saw_gunner_lowwall_aim_level_right45
	xanim,pb_saw_gunner_lowwall_aim_up_left45
	xanim,pb_saw_gunner_lowwall_aim_up_left30
	xanim,pb_saw_gunner_lowwall_aim_up_left15
	xanim,pb_saw_gunner_lowwall_aim_up_center
	xanim,pb_saw_gunner_lowwall_aim_up_right15
	xanim,pb_saw_gunner_lowwall_aim_up_right30
	xanim,pb_saw_gunner_lowwall_aim_up_right45

// Misc Files
fx,env/fire/fx_fire_player_torso
fx,env/fire/fx_fire_player_sm
fx,env/fire/fx_fire_player_sm_smk_2sec
fx,env/fire/fx_fire_player_md
rawfile,mp/playeranim.script
rawfile,mp/playeranimtypes.txt
rawfile,animtrees/multiplayer.atr
rawfile,animtrees/mp_vehicles.atr

//fx prop anims
rawfile,animtrees/fxanim_props.atr
xanim,fxanim_gp_windsock_anim
xanim,fxanim_gp_tarp1_anim
xanim,fxanim_gp_tarp2_anim
xanim,fxanim_gp_cloth01_anim
xanim,fxanim_gp_streamer01_anim
xanim,fxanim_gp_streamer02_anim
xanim,fxanim_gp_fence_tarp_01_anim
xanim,fxanim_gp_ceiling_fan_old_slow_anim
xanim,fxanim_gp_ceiling_fan_old_dest_anim

//xanim,pb_t34_gunner_aim_center_center
//xanim,pb_t34_gunner_aim_down_10_center
//xanim,pb_t34_gunner_aim_down_20_center
//xanim,pb_t34_gunner_aim_down_30_center
//xanim,pb_t34_gunner_aim_down_40_center
//xanim,pb_t34_gunner_aim_down_50_center
//xanim,pb_t34_gunner_aim_up_10_center
//xanim,pb_t34_gunner_aim_up_20_center
//xanim,pb_t34_gunner_aim_up_30_center
//xanim,pb_t34_gunner_aim_up_40_center
//xanim,pb_t34_gunner_aim_up_50_center

//xanim,pb_panzer_gunner_aim_center_center
//xanim,pb_panzer_gunner_aim_down_10_center
//xanim,pb_panzer_gunner_aim_down_20_center
//xanim,pb_panzer_gunner_aim_down_30_center
//xanim,pb_panzer_gunner_aim_down_40_center
//xanim,pb_panzer_gunner_aim_down_50_center
//xanim,pb_panzer_gunner_aim_up_10_center
//xanim,pb_panzer_gunner_aim_up_20_center
//xanim,pb_panzer_gunner_aim_up_30_center
//xanim,pb_panzer_gunner_aim_up_40_center
//xanim,pb_panzer_gunner_aim_up_50_center

//xanim,pb_flamethrower_stand_idle
//xanim,pb_flamethrower_crouch_idle
//xanim,pb_flamethrower_fire_center 
//xanim,pb_flamethrower_crouch_fire_center
//xanim,pb_flamethrower_combatrun_c
//xanim,pl_flamethrower_combatrun_c

// Create a class anims:
	xanim,pb_pistol_stand_cac_idle
	xanim,pb_rifle_stand_cac_idle
	xanim,pb_dw_stand_cac_idle
	xanim,pb_lmg_stand_cac_idle
	xanim,pb_shot_stand_cac_idle
	xanim,pb_uzi_stand_cac_idle
	xanim,pb_sniper_stand_cac_idle
	xanim,pb_rpg_stand_cac_idle
	xanim,pb_b_knife_cac_idle

// Chopper gunner aim anims
xanim,pb_huey_minigun_aim
xanim,pb_huey_minigun_aim_down
xanim,pb_huey_minigun_aim_up
xanim,pb_huey_gunner_aim_60left_level
xanim,pb_huey_gunner_aim_60right_level
xanim,pb_huey_gunner_aim_60down_60left
xanim,pb_huey_gunner_aim_60down_60right
xanim,pb_huey_gunner_aim_60up_60left
xanim,pb_huey_gunner_aim_60up_60right

// Chopper gunner anims
xanim,v_huey_door_open
xanim,v_huey_door_open_state
xanim,v_huey_door_close_state
xanim,int_huey_gunner_on
